genes	logFC	AveExpr	t	P.Value	adj.P.Val
Il6ra	-3.68240730973212	3.27031967181137	-38.3067427237264	2.49341847736518e-15	2.78871046561315e-13
Tmcc3	-4.95081754216601	3.29202340790374	-38.2071397196262	2.65391007248684e-15	2.92929731141173e-13
Emp2	-1.77670891943031	7.11223453606542	-38.0751115707891	2.66387926472843e-15	2.92929731141173e-13
Rpl3-ps1	-3.53291387481847	3.68908240796741	-38.0966194094162	2.67524278663864e-15	2.92929731141173e-13
Pde8a	-4.01726847063984	3.04754178010478	-38.0597221104754	2.73276500193165e-15	2.9482264404279e-13
Spn	-3.46133838760113	3.30812780729144	-38.0153169200637	2.74901686232261e-15	2.9482264404279e-13
Kcnn4	-3.15117559490788	4.58951822802281	-37.8370797640653	2.9137896742159e-15	3.04160791459151e-13
Chst1	-3.42081063941487	3.59816144238215	-37.6005627795297	3.17637542482531e-15	3.27835780748705e-13
Samhd1	-1.651967432664	8.54111683790348	-37.3917073277657	3.38453524834299e-15	3.46372894892513e-13
Gpr137b	-2.11499367783706	5.1178047078259	-36.864942334929	4.08470812342578e-15	3.87626423009702e-13
Cep250	-2.15120933666456	6.97097459278754	-36.5409201790546	4.59057893671468e-15	4.27852886851657e-13
Adamts14	-3.04876762059579	3.41715751382585	-36.3678686617631	4.91314699266408e-15	4.55207429651682e-13
Dhx35	-2.05303073765073	5.62320628113772	-36.1228700317804	5.34340376602673e-15	4.90205049264661e-13
Wnt10b	-4.29250790848947	3.62641595635467	-36.1880527345725	5.35349747249055e-15	4.90205049264661e-13
Sept5	-2.75127874614507	4.22908075138966	-35.9929296485373	5.61992739618214e-15	5.0572886878977e-13
Bdkrb2	-5.94123505686503	2.35797328049514	-35.6727553734101	6.76509785220352e-15	5.89958016728717e-13
Nipal1	-5.17868153210952	2.5395681504852	-35.6060821081714	6.7819927839551e-15	5.89958016728717e-13
Uqcc1	-1.84805709705001	5.94520863242419	-35.3441931360859	7.12406408541267e-15	6.11116234342401e-13
Rgma	-2.6610784016018	3.60989954845294	-35.3362223502007	7.16325708324717e-15	6.11116234342401e-13
Wipf1	-3.09435721434452	4.53998321952145	-35.3390904238432	7.18133779020321e-15	6.11116234342401e-13
Gfod1	-2.67618432738437	5.08622898077232	-35.2450389050198	7.41260924408725e-15	6.22486055231614e-13
Socs1	-3.56062624742012	2.88606765576737	-35.2310945910954	7.52293144477396e-15	6.26564151926971e-13
Gm10036	-5.15636316278484	2.32270646319203	-35.2223595098772	7.82079392881458e-15	6.47925880091951e-13
Npepl1	-5.60424398871635	2.50730518092266	-35.1849226537036	8.03349773262058e-15	6.62044776301963e-13
Adam8	-3.7701056840696	3.21824211854503	-34.9525485711462	8.38320382257778e-15	6.83667736739182e-13
Als2cl	-2.50521688646593	5.4538555575721	-34.7460961261256	8.93969911244601e-15	7.21535096405565e-13
Manbal	-2.00573271726447	5.85496838376123	-34.3916983296409	1.02201409173007e-14	8.12319626817741e-13
Twist2	-2.60543625587719	4.69594049727564	-34.3736053683777	1.03120203262185e-14	8.15482900343076e-13
Sema5a	-4.79913457690973	3.27850953337456	-34.3956599864064	1.06001975997577e-14	8.29889470085029e-13
Cspg4	-7.27588065292538	2.78415310937629	-34.4933150965155	1.09936634683521e-14	8.56411853668942e-13
Col7a1	-4.62406472527355	3.86909864048682	-34.0977923099435	1.18375554698561e-14	9.17586354193103e-13
Gm10093	-2.86720563300596	3.23483515921015	-33.921082796497	1.23051676170251e-14	9.37049689793521e-13
Cd9	-1.67752574380546	7.42982332585081	-33.7922234557863	1.2886028808804e-14	9.74731589798327e-13
Atp10a	-2.1990900137161	5.49966896105618	-33.6947730930482	1.33954345193061e-14	1.00356800814973e-12
Htra1	-1.77755394077846	7.97719442287265	-33.5398304544492	1.42265279200551e-14	1.06075701986773e-12
Cbx6	-1.68303402573889	7.20191647659211	-33.2828948885619	1.57446880251447e-14	1.15741936665595e-12
Podnl1	-3.48370330198158	3.58901959777823	-33.287495214196	1.58920535596937e-14	1.16279333942843e-12
Irx2	-11.8476050885963	-0.513920251372299	-33.8195676182294	1.62042598765995e-14	1.18012233091998e-12
Pfkfb4	-2.17670372679479	4.14062178438216	-33.0524202488819	1.72664014995522e-14	1.24017116825683e-12
Ptpre	-3.111001353099	2.99099283324466	-32.9800581344016	1.78761678537286e-14	1.27229561933492e-12
Runx3	-7.50599370169382	1.77523532682065	-33.158573525402	1.8641651810825e-14	1.31773005155057e-12
Cyba	-6.1165576561275	2.46951671804624	-33.044273738539	1.86828503924018e-14	1.31773005155057e-12
Tcf4	-2.45160243057932	5.78152387119948	-32.8378566231011	1.88321125439177e-14	1.32230142696262e-12
Rnf157	-2.90449275548285	3.49267640381733	-32.6868585914656	2.00701134279189e-14	1.3967014935749e-12
Gm6166	-2.74105940094333	4.82631281727724	-32.5854124689738	2.08832257102627e-14	1.44048259106296e-12
Cdh13	-11.4833420923619	-0.705938282066893	-32.8307913394575	2.37630694753778e-14	1.6038023355408e-12
H2afx	-1.93517241415798	6.86335632477586	-32.0458851557224	2.59471182762712e-14	1.71426151042133e-12
Gpat3	-3.15886838857059	3.00575705757711	-32.0182664731934	2.64217315555801e-14	1.73828349872804e-12
Eng	-5.44726700170069	2.89514130884113	-32.0434320178875	2.74719432831717e-14	1.7998145938406e-12
Eif4g3	-1.91426074051929	5.21463463157975	-31.8295972206147	2.83685046673505e-14	1.82795903737191e-12
Celf4	-4.96968761306093	2.23754268401933	-31.8851280544159	2.89366572832726e-14	1.85692696615362e-12
Gas2	-2.49054986310965	3.45392789489148	-31.7013431657107	2.99646215390941e-14	1.91504507779239e-12
Tgfbr3	-3.16852021065445	4.83466348809854	-31.6636676220672	3.06014826133502e-14	1.94779680796682e-12
Gm26825	-7.06408677269834	3.39145021294687	-31.6002660459614	3.46851716193578e-14	2.18126861112486e-12
Sipa1l2	-2.16932757789041	4.58590141825063	-31.3484437202875	3.4687436720532e-14	2.18126861112486e-12
Dixdc1	-2.94106964255846	3.94687537637514	-31.3326872684307	3.50636144032695e-14	2.19610429730557e-12
Car13	-2.63808186583515	3.98740263179183	-31.1853681296372	3.7224736567526e-14	2.30381309869173e-12
Gpsm2	-1.61437876806902	6.45425458396252	-31.1124620225772	3.82933742268485e-14	2.3513633476235e-12
Grin2d	-3.38962039340674	2.81077842040293	-31.1063539913097	3.8773818930374e-14	2.37156428442108e-12
Syk	-4.26270330557059	1.78508368476415	-30.8781194172483	4.34023703577472e-14	2.61382428869848e-12
Arhgap22	-2.7396752837379	3.02194793083032	-30.805034822036	4.37818154751448e-14	2.6265734356698e-12
Mrgprf	-5.35799088392315	2.13082046892676	-30.7798416549899	4.65567782840121e-14	2.77181001662001e-12
Zcchc24	-2.03181469662001	5.74852092288722	-30.5911982422367	4.78507753562649e-14	2.81735828609166e-12
Pdlim2	-2.42775103414245	5.96621805311195	-30.5932445961847	4.78616237131423e-14	2.81735828609166e-12
Etv4	-2.22229488754853	5.2077003794359	-30.5771964814317	4.81595244050739e-14	2.82427652859418e-12
Shox2	-3.35981717730263	3.77698353567539	-30.4910854433311	5.04195825847088e-14	2.94578292578869e-12
Prrg4	-3.70318471081594	2.94912737186869	-30.4694270258567	5.11602978395424e-14	2.96691830952428e-12
BC029722	-2.01092470309496	5.48272494739953	-30.3585663854671	5.29066865849801e-14	3.03447948185941e-12
Gm11942	-7.90245067506862	1.96366321091116	-30.5300059047577	5.60564605457895e-14	3.1917529426399e-12
Srgap3	-3.05500461745914	3.06903074630731	-30.114808373915	5.91571367840973e-14	3.35609582523694e-12
Papss1	-1.51500312299616	6.65448325655574	-30.0745094340745	5.98533019441413e-14	3.38333213661142e-12
Trim25	-12.7035759022974	0.0671047607046994	-30.6652866235817	6.0085914442444e-14	3.38426348323665e-12
Btg1	-1.55900367920649	6.13065041810923	-29.8086640378476	6.72700037789557e-14	3.73171282084762e-12
Pigu	-1.75213254217844	5.82474435212131	-29.8028976179588	6.74463359496663e-14	3.73171282084762e-12
Blcap	-1.76445779786332	5.45246424101034	-29.7926731146903	6.77519474992808e-14	3.73542251388641e-12
Fxyd6	-10.6913937377129	-1.12418630095372	-30.2504137307993	6.85190571225416e-14	3.76446104008686e-12
Hcfc1r1	-2.06827479051397	6.03710007914717	-29.5181783875004	7.6549837941749e-14	4.1331633189376e-12
Btbd11	-4.51045108018204	2.12192922576216	-29.4893966181701	7.99854152668463e-14	4.28908093235712e-12
Itga6	-2.45490312947259	6.95670312663546	-29.3377358938828	8.30745732623906e-14	4.43952787761949e-12
Npr2	-2.72447370348471	3.19528357554783	-29.3162408214112	8.40060928676808e-14	4.4588725495666e-12
Kif3b	-1.69246430109709	6.49937071401051	-29.1705120072229	8.94196099591864e-14	4.66710750913647e-12
Zfp608	-2.67383439028796	3.41055517477667	-29.108315225041	9.22158862304716e-14	4.78117995561829e-12
Lynx1	-3.46246312014301	2.18913374478583	-29.1063637051196	9.30584311422331e-14	4.80894031295408e-12
Itch	-1.77667185892853	6.95980550299711	-29.0695578092099	9.35933411756436e-14	4.81885481417264e-12
Pxdn	-1.84061103343446	6.76126701148616	-29.0632349031676	9.38658014000929e-14	4.81885481417264e-12
Rab11fip5	-1.64334886891315	6.22434061406499	-29.0343512051757	9.50900026140824e-14	4.86574921872975e-12
Ddx3y	-9.55093305651991	-1.63298581671921	-29.3191205156755	1.00265779989473e-13	5.10777307203259e-12
Ralgapb	-2.33881187001682	7.43478334572619	-28.9154326795969	1.00472225455744e-13	5.10777307203259e-12
Cavin4	-4.60314666461626	2.35718139507726	-28.957342773989	1.01851091214951e-13	5.15680221822374e-12
Ctnnbl1	-1.67930916833034	6.44209223474095	-28.8777800059153	1.02095330671182e-13	5.15680221822374e-12
Dynlrb1	-1.79874846939453	6.72365630525406	-28.8574788295296	1.03050128535209e-13	5.18829232348652e-12
Prl2c2	-5.82889489593249	2.09112636745818	-28.9767223864845	1.04469865460717e-13	5.22015755233035e-12
Grik5	-1.93941025779252	5.12253452057374	-28.8162928480109	1.05016581235411e-13	5.22015755233035e-12
Tpbg	-1.85361464319198	5.28183691922456	-28.6859752550892	1.114516506191e-13	5.41959610370764e-12
Fnbp1	-1.59961519778389	5.42954226015694	-28.580639867979	1.16955024394798e-13	5.65210423448688e-12
B3galnt1	-6.6720292355068	2.08396637968989	-28.7288309581988	1.20054274294573e-13	5.76628781259026e-12
Dlgap4	-1.82191589175003	7.0472956622927	-28.4367820475465	1.24984921231734e-13	5.94837050652427e-12
Gm15459	-6.65987425203347	1.45271702304141	-28.2778785025695	1.47746161105215e-13	6.92637542091453e-12
Hspa4l	-1.99209356579112	7.03957557720444	-27.9381685373449	1.5769995280636e-13	7.30552029894077e-12
1110008F13Rik	-1.81175115064692	6.23861733792219	-27.800660431633	1.6822046569932e-13	7.74704721152925e-12
Tnfrsf22	-2.30114931378615	4.38970827420832	-27.7346574781261	1.7370841319707e-13	7.95300097613956e-12
Tbc1d4	-3.48529443569005	3.05361845852371	-27.7417615177352	1.74929075670651e-13	7.98553780423045e-12
Cda	-4.18306905681346	1.97579884409703	-27.7336323843918	1.77864097140006e-13	8.06492911357136e-12
Rxra	-1.90622320223711	5.44074245181511	-27.6751069177751	1.78533562591643e-13	8.06492911357136e-12
Gchfr	-2.69504429576353	3.17271252397832	-27.6785648109767	1.7872847122297e-13	8.06492911357136e-12
Capg	-1.87010350526356	6.18762734755642	-27.6534656806455	1.80369507968032e-13	8.11559125219383e-12
Myo1b	-2.4812714142589	3.85699615012788	-27.5151847955782	1.92936964972989e-13	8.65618050873082e-12
Prkg2	-2.12220098752541	5.97025181365127	-27.4535166405786	1.98465672226536e-13	8.86326917574719e-12
Actr5	-2.14847732688337	4.63682760731438	-27.4513278519945	1.98684856347379e-13	8.86326917574719e-12
Nlrc3	-3.52443272443468	2.05829932943755	-27.4243730799924	2.035676086476e-13	9.05528868239809e-12
Traf1	-4.66977557648132	1.74211208754442	-27.3438485286865	2.16636772266076e-13	9.47513569872126e-12
Ampd3	-3.49270528727722	3.10781934305555	-27.0854312145435	2.39530357148263e-13	1.03893804216828e-11
Gprc5b	-1.96462936775554	5.86565118655618	-27.0459247995056	2.41429360959775e-13	1.04205141299729e-11
Gcnt4	-3.73784548982847	2.54665560953944	-26.9181502168226	2.60843478435552e-13	1.10241158527987e-11
Gm1840	-4.53006008383248	1.62249912201223	-26.9496017718799	2.61204941971408e-13	1.10241158527987e-11
A830082K12Rik	-4.12315624100671	1.90396720888681	-26.8471724531414	2.72052779541664e-13	1.14203818285882e-11
Arsj	-8.72996753782092	0.10480354487749	-27.0810737729786	2.77941841236356e-13	1.15745035906353e-11
Bgn	-1.36519758612944	9.74531990590529	-26.633728643255	2.95200761311211e-13	1.21638250542393e-11
Col8a1	-2.48016776450306	7.543572350977	-26.606793941595	2.99667688761215e-13	1.23154768257824e-11
Arhgef3	-4.07543111721324	2.16317031919932	-26.615066083961	3.04555989011525e-13	1.24510927907757e-11
Srrm4	-9.38722512524835	-1.73565920581896	-26.9262395666839	3.05452216367958e-13	1.24551323017955e-11
Ttc7b	-3.67862010667562	2.63522602873423	-26.5572597619418	3.11027361703648e-13	1.26001221297442e-11
Gm14165	-6.35804765097763	1.90132255970456	-26.6908372575058	3.12397966693807e-13	1.26001221297442e-11
Hck	-6.54722427044552	1.810770822225	-26.6927908280406	3.13953778386224e-13	1.26001221297442e-11
Pfn2	-1.59372104879919	5.20496982106473	-26.4384588060118	3.25101587677352e-13	1.29527752159083e-11
Ptgs2	-2.06103253631027	6.70976008139568	-26.3287269812286	3.43453830893481e-13	1.35874785666523e-11
Tpx2	-1.32009752557617	8.74725491011056	-26.3066718784707	3.47090608849186e-13	1.36895333837798e-11
Tnfrsf23	-1.90187705806313	4.73828423491244	-26.2079850847229	3.64691638543545e-13	1.4311633273972e-11
Emp1	-1.42214219968072	9.71650182958434	-26.1612550988258	3.73237693593924e-13	1.46103895157341e-11
Gm9825	-4.05909324261806	2.0708324310766	-26.1523489293446	3.83133869320496e-13	1.48861293444673e-11
Irx1	-11.2895191030224	-0.832185987777764	-26.4989110553775	3.96341614270902e-13	1.53611806837965e-11
Nudt4	-1.41157101245736	7.37399084635263	-25.9776309805471	4.09311932726376e-13	1.57857296616492e-11
Mapkapk3	-5.28083974878933	1.29742154058674	-26.0348803990852	4.19040234238347e-13	1.61212088149976e-11
Lpar1	-1.95530458027263	4.66633068336846	-25.9012669396948	4.25520661539698e-13	1.63303983293838e-11
Pitpnm3	-4.90639114008983	1.48593492379335	-25.8981558062236	4.44336786874585e-13	1.69606184182679e-11
Crabp2	-7.27491710378929	1.45885841344108	-26.0366001495736	4.45191861662289e-13	1.69606184182679e-11
Ptgfrn	-1.7489505193938	7.07019558990796	-25.8043427100815	4.46848331211681e-13	1.69824057527002e-11
Ptgir	-4.61298178909241	1.14283845780582	-25.7967756572521	4.64225067350775e-13	1.76000874202868e-11
Atxn7l1	-2.52572335516508	3.35084543809741	-25.6648689045566	4.80615913223649e-13	1.80901056953267e-11
4933404O12Rik	-2.13415091165432	4.12260158231487	-25.6517541546649	4.83168233643007e-13	1.81197452455338e-11
Eno3	-1.97474242585967	5.70756957439468	-25.6489726530018	4.83717812787914e-13	1.81197452455338e-11
Capn6	-7.74604916629881	1.37176664228997	-25.8675662279153	4.92066405197723e-13	1.83884863307541e-11
F730043M19Rik	-3.79215871665675	2.78488763617697	-25.5650677896416	5.1320408099097e-13	1.90296064556062e-11
Nav2	-2.67310833115855	4.7364979746785	-25.5302807782664	5.15299089103144e-13	1.90296064556062e-11
Gdnf	-3.36607949544248	2.95205986732854	-25.5165521415505	5.22561744771601e-13	1.92524042344323e-11
Gm15487	-6.17936694895781	1.33879572752718	-25.6368023495395	5.26773374823258e-13	1.93620129177995e-11
Snx25	-1.65407446113865	5.73647320576782	-25.4250583153417	5.42402838364383e-13	1.97970714291597e-11
Prdm16	-10.0044572369779	-1.31071806662745	-25.7014944790069	5.72139264731211e-13	2.06926957938615e-11
Dysf	-3.84281719612916	2.18945587714043	-25.3551272317338	5.72227441483079e-13	2.06926957938615e-11
Cbfa2t2	-1.57956522757204	6.22832183476067	-25.2976668422787	5.7923868326343e-13	2.08979707431769e-11
Nqo1	-1.76203861916512	5.5451271769839	-25.2712154173819	5.87266318279089e-13	2.10421419030068e-11
Unc13c	-5.16241133252953	1.45177285260906	-25.3404500431985	5.95062079790754e-13	2.12143695727872e-11
Tbc1d20	-1.46717507215766	7.19522998914484	-25.2420859495674	5.9613760454888e-13	2.12143695727872e-11
Svip	-4.92109699991746	1.81983896473666	-25.317722033791	5.9811251587334e-13	2.12363849740244e-11
Lgals3	-1.74970099539741	7.43733785035324	-25.221708868328	6.02523120662422e-13	2.13445860256385e-11
Ptgs2os2	-9.98621330792905	-1.28434592339247	-25.495817317114	6.35321264445811e-13	2.24243053274334e-11
Rin3	-2.39569725320695	4.29311481785994	-25.0932651308354	6.44978623265583e-13	2.26945511979607e-11
Tnfaip8l1	-2.61927884921419	2.68737548248808	-25.0187984074268	6.71291546231951e-13	2.35147271384785e-11
Mapre1	-1.48813482900745	8.86372206815735	-24.9589222445049	6.90928167528666e-13	2.41485563552764e-11
Asxl1	-1.63209896617353	7.55882423433905	-24.9287877366363	7.01953394285298e-13	2.4370701214455e-11
Snhg17	-1.69349343306715	6.54217639023736	-24.9104805174282	7.08746429086309e-13	2.45521052801624e-11
Mmd	-1.76238962825993	5.83309030559047	-24.8737685199183	7.22573993511974e-13	2.49208449127984e-11
Eif6	-1.6773695325859	8.30726800166371	-24.7560686356046	7.68767700576988e-13	2.62251953281797e-11
Cercam	-3.43914510059609	1.62843009901947	-24.7461535415233	7.81203219743336e-13	2.65914782929156e-11
Mmp14	-1.6996849102178	7.23600869532828	-24.7086620825525	7.88282198269413e-13	2.67709535389857e-11
Zbtb38	-1.93018180543013	4.93856311678399	-24.4951844913037	8.83111457498214e-13	2.94834950991621e-11
Nfkb1	-1.44427555093502	7.2030985707547	-24.4384954106995	9.10030000133479e-13	3.02531841657962e-11
Rbm39	-1.40779944792983	8.99118160561908	-24.4304492760158	9.13950889014121e-13	3.03191589410659e-11
Tspan11	-11.77897418014	-0.000843275825142209	-24.8703511099749	9.20623874686e-13	3.04116637760198e-11
Efna1	-2.04996366870849	3.87143386189242	-24.4043384503759	9.27207775385385e-13	3.05646723094408e-11
Itm2b	-1.38145251409044	6.93616482443838	-24.3840783565513	9.36920156037697e-13	3.08199491664669e-11
Hspb6	-2.06268434288273	4.54550707003102	-24.3468010282788	9.56269515478919e-13	3.13904991055952e-11
Ncoa6	-1.84459414044259	7.15069236988386	-24.2524201554991	1.00575242397092e-12	3.28084821969513e-11
Cd109	-1.6799561933729	5.89714395613434	-24.1875197402035	1.04146777733312e-12	3.38325777126181e-11
Apobec3	-2.64398037449539	3.62627548128282	-24.1750537518479	1.0512516808246e-12	3.40797076984506e-11
Sphk1	-3.31025059942342	2.56468471092339	-24.1126324264928	1.09437397890619e-12	3.4986944748379e-11
Abcg1	-9.78160245113994	-1.13684324145956	-24.4466841371333	1.09487820454117e-12	3.4986944748379e-11
Ctnnal1	-1.61881486787396	5.89422774091836	-24.0843372752551	1.10124238754619e-12	3.50067573795091e-11
