genes	entrezID	logFC	AveExpr	t	P.Value	adj.P.Val	B
Casp4	12363	6.17753806016836	-1.72394941923419	14.2528461054623	2.88957567080523e-10	1.52806452743596e-09	13.4075407967497
Ndufaf4	68493	0.544126079380377	5.56342619239393	14.2517758277294	2.8926890725488e-10	1.52914651851423e-09	12.8926539331601
Hoxb5os	75395	5.65355100429814	-3.12275701905592	14.2392347177271	2.92943697950657e-10	1.54690370653192e-09	13.2747754323231
Egln3	112407	2.91723106196986	1.88424103374837	16.164574221706	2.94031044645383e-10	1.55152364092864e-09	13.9016820888727
Slc13a5	237831	5.57565439215796	-2.37278059930326	14.2248789108042	2.97211091627966e-10	1.56717155390544e-09	13.315861850679
Zfp862-ps	58894	1.21017025227013	2.98763969685373	14.224503301164	2.97323626131889e-10	1.56719916394167e-09	13.4291029924554
Robo2	268902	6.46775332681772	-2.14692045867889	14.2233415226271	2.97671986850848e-10	1.56846935062896e-09	13.3514522890013
Pou6f1	19009	0.918637399422694	4.06497905661874	14.2211634565962	2.98326249593309e-10	1.57134987434543e-09	13.1468422031936
Tmem120b	330189	1.18568702508568	2.88560749636838	14.2160380619767	2.99871875819709e-10	1.57835265521537e-09	13.4280604768579
Tmem69	230657	0.846399075609612	3.99400598658677	14.2143431767437	3.00384856098351e-10	1.58048314415437e-09	13.1374160943462
Smc3	13006	0.474796274468009	8.64313379524943	14.2131924962519	3.00733655672288e-10	1.58174856850898e-09	12.658697274111
Pja1	18744	0.561876579687659	5.97845076501335	14.2100060774101	3.01701781062344e-10	1.58626933556393e-09	12.8073617012983
Snai2	20583	0.599197019529061	5.14129713437931	14.2059754334837	3.02931143347008e-10	1.59158715098072e-09	12.9174744612278
Stap2	106766	3.10589083998598	-0.397565368048719	14.1995831214103	3.04891729471794e-10	1.60131197434916e-09	13.8720843369553
Pigs	276846	0.553219939441171	6.34244501839952	14.1923742900515	3.07118906240456e-10	1.61069254741404e-09	12.7561903721652
Tjp2	21873	0.507645953097236	7.41497465286401	14.1915359393644	3.07379033355447e-10	1.61147816266678e-09	12.6864028347819
Dcakd	68087	0.722466690994215	6.7485360818355	14.186332275376	3.08998883970791e-10	1.61880835698615e-09	12.7184934798025
Ankrd44	329154	0.967081757068624	3.74060381182655	14.1745424962552	3.12702513428598e-10	1.63596094013062e-09	13.1716321139564
Unc5c	22253	2.55671655377712	0.203169781890737	14.1728081818184	3.13251288877643e-10	1.63756203484139e-09	13.8682498154738
Map3k14	53859	0.584996288578512	5.26105831714922	14.1728545364023	3.13236607985524e-10	1.63756203484139e-09	12.851635348322
Lancl1	14768	0.54391029518257	5.27193110051305	14.1637721893059	3.16127046751486e-10	1.65141332076259e-09	12.8444168465521
Atad3a	108888	0.595059041383484	6.95532763966127	14.1616134283711	3.16818219973892e-10	1.65443222057157e-09	12.6778352765644
Runx1t1	12395	1.58998335921526	1.46630863041044	14.1451639092106	3.22137805538705e-10	1.67920941745122e-09	13.6773471748551
Acot7	70025	0.667035850188916	7.51504304960712	14.1427833722957	3.22915455627704e-10	1.6826625561535e-09	12.6287332105765
Stk11ip	71728	0.674111801960242	4.5543803824983	14.1334249742296	3.25991913905724e-10	1.69748231533227e-09	12.9500069903504
Adgrg1	14766	1.82994479924311	2.3764390240498	14.120242724165	3.30378249696904e-10	1.71848458513995e-09	13.5090836884688
Elp5	54351	0.56220726758469	5.96123963380561	14.1147265836203	3.32232256629142e-10	1.72689834175276e-09	12.7061200428197
Diablo	66593	0.659469560988353	5.50630235475314	14.1120991228198	3.33119237813526e-10	1.73089277392542e-09	12.7602532386269
Dchs2	100534287	2.85738787887303	-0.0928008232484754	14.1089857857953	3.34173493394721e-10	1.73513616940039e-09	13.8028785171861
Mxd4	17122	0.790921903211693	4.17113201672603	14.1036154077911	3.36000364945795e-10	1.74400189424246e-09	12.9936765267235
1810058I24Rik	67705	0.801982457838682	4.89653250559691	14.0729820459462	3.46625614013621e-10	1.79532401357551e-09	12.8034461553917
Phf12	268448	0.510886596128978	6.35582049246524	14.0733030158917	3.46512456064623e-10	1.79532401357551e-09	12.6277247708666
Pcsk6	18553	6.99161174966986	-0.91034357452617	14.0979422300834	3.47752483772402e-10	1.8005220765614e-09	13.3148810474821
Gm9493	670565	3.5427462703989	-0.50551765510257	14.0633897443319	3.50025528511549e-10	1.80908452563329e-09	13.7050175103168
Eloc	67923	0.528556232686283	6.84825517411028	14.0634364059254	3.50008904353944e-10	1.80908452563329e-09	12.5808969298146
Rabep1	54189	0.498244325188197	6.89477490780687	14.0529443489328	3.53768072336657e-10	1.82778085056569e-09	12.5667368081394
Mpzl3	319742	2.23837640376841	1.51940690056734	14.0454633857182	3.56474537082693e-10	1.84046203203599e-09	13.595820586957
Sp110	109032	4.51776763720734	-1.67899571202828	14.0447091348441	3.5674862601865e-10	1.84122630092877e-09	13.35744387321
Dlk2	106565	1.14725574959685	3.14476262238683	14.0362644755889	3.59832652666891e-10	1.85517674721236e-09	13.1486854948589
Paqr8	74229	1.34606680897199	2.10102783829174	14.0243950378228	3.64215304753331e-10	1.87578587490379e-09	13.3912286571421
Fjx1	14221	1.6837196169037	1.40055912777304	14.0181521150945	3.66543114064193e-10	1.88571333209146e-09	13.51008124533
Ifngr2	15980	0.456312566738447	6.85344914066446	14.0183627990576	3.66464299289908e-10	1.88571333209146e-09	12.533066798417
Eif4a2	13682	0.574692875474552	8.31697867633582	14.0178415965845	3.66659308718318e-10	1.88571333209146e-09	12.4612022654415
Col3a1	12825	0.51808580934197	8.26008609398663	14.0146804178582	3.67844433044206e-10	1.89047705455443e-09	12.4570789376655
Plxna4	243743	10.109495161978	-0.422497114439334	16.417221763724	3.74585736253333e-10	1.92376908006898e-09	12.9068471451781
Snhg1	83673	0.635646186751159	7.25552648219761	13.9673375617396	3.86087576557023e-10	1.97797093763307e-09	12.4549899777836
Arhgef26	622434	7.96643128254789	1.41275137997981	17.6896504102712	3.89239949143434e-10	1.99342170308169e-09	13.5315195710797
Gpr141	353346	5.68554834751533	-3.00767800976783	13.9585718759855	3.89569366713814e-10	1.99440945328495e-09	13.0610875044608
Camkv	235604	5.69116887204844	-0.965928025461252	13.9560351198713	3.9058318381167e-10	1.99889908295489e-09	13.3105741396306
Ptk2b	19229	1.25730676955431	2.32698240284653	13.9533790097467	3.91647699538249e-10	2.00364493851337e-09	13.2857406929566
Dagla	269060	0.749238620765017	5.51753924288104	13.9509398116622	3.92627991222193e-10	2.0068290839708e-09	12.589310370019
Sept11	52398	0.556956785882091	9.56356053082067	13.9512945936212	3.92485246017248e-10	2.0068290839708e-09	12.3456283736043
Dnajc12	30045	1.50169970941488	2.21913488932057	13.9370968781069	3.98240844647669e-10	2.03452458094573e-09	13.3315961081227
Chrdl1	83453	6.16080513671886	-2.79184046441694	13.9324471887074	4.00145177523362e-10	2.04282434914583e-09	13.0658967262436
Tyw1	100929	0.702958879246527	5.38149540344817	13.9272525819546	4.02284112319939e-10	2.05230937636921e-09	12.5790329461679
Prorsd1	67939	1.24972092841017	2.6331473319082	13.9174516073237	4.06352852183995e-10	2.07234279294673e-09	13.1673208404446
Epb41l4b	54357	4.38507852026723	-0.812483599724764	13.8973171064947	4.14848934449239e-10	2.11272089838409e-09	13.4803327096307
Htr4	15562	5.84376104739127	-3.31073609910021	13.8925818207799	4.16874294944456e-10	2.12229555662556e-09	12.9396304662172
Ccdc27	381580	5.24391402270627	-3.68072594295645	13.8822484421257	4.2133054488206e-10	2.14348796187648e-09	12.8684616580149
Golga2	99412	0.543429336201596	6.52755219592914	13.8790620521557	4.22714836513951e-10	2.14970646607291e-09	12.4065918185564
Epha3	13837	5.96302941344707	-3.36466191799104	13.8422727336838	4.3905143259779e-10	2.22820890358698e-09	12.9269685164974
Bmp4	12159	1.00062728138602	3.56508972244968	13.8418157491865	4.39258520199017e-10	2.22848556652548e-09	12.8190137087798
Fstl3	83554	4.10750676355109	-1.24547080009235	13.8399084117724	4.40123970151813e-10	2.23210094029076e-09	13.3786480069222
Ascc2	75452	0.494255618477287	6.25308173217603	13.8386916696553	4.40677008456438e-10	2.23412994984892e-09	12.3806719705001
Gtpbp8	66067	0.546349556671218	4.96361354001737	13.8125941948104	4.52718040495628e-10	2.29278769052675e-09	12.510338534989
Neto2	74513	1.46741638411772	4.89942295135607	17.6994414488749	4.55691867696448e-10	2.30704867229613e-09	12.949711555415
Hgh1	59053	0.691490282497633	5.5648092885518	13.800011257523	4.58647833131904e-10	2.32120937308545e-09	12.409503367953
Slc4a3	20536	0.880312487835174	3.72765258184103	13.7877627868955	4.64499151291018e-10	2.34919480739495e-09	12.7480727551057
Mettl13	71449	0.53160044180769	5.59762000049401	13.7818957539307	4.67329927138995e-10	2.36187574940905e-09	12.3863576781678
Gja1	14609	0.631415625630007	7.89936075920726	13.7707076387314	4.72778882061004e-10	2.38776222385305e-09	12.2086820072615
Tcea3	21401	6.20485161986164	-2.25216916130569	13.7702855023759	4.72985789519914e-10	2.3879028616865e-09	12.9589030843463
Trim32	69807	0.498541308919943	5.93444011792286	13.7699838444042	4.73133704075087e-10	2.3879028616865e-09	12.3319093400914
Tmem37	170706	1.17881955449093	3.50162435042819	13.7552088242062	4.80438831637872e-10	2.42226081287634e-09	12.7775588999161
Trmt44	78890	0.683968504383912	4.17982974598407	13.7547346306335	4.80675255771773e-10	2.42261655824794e-09	12.5922824034829
Abi3bp	320712	4.20664455220869	-0.645233469839709	13.753135029654	4.81473697464161e-10	2.42496718109019e-09	13.3243869728536
Bcor	71458	0.633794197074148	5.46788126832757	13.7415056878995	4.87320930045787e-10	2.45188064218008e-09	12.3546029125479
Tcf23	69852	6.646449638939	-1.81723220158206	13.7340022792084	4.91133566864135e-10	2.47021242342202e-09	12.9387492839729
Spsb1	74646	0.764909072990157	3.71857135275335	13.730927673276	4.92704960189083e-10	2.47726287384569e-09	12.6640291543539
Ap2a2	11772	0.421632522314344	8.72991743981804	13.7299006968643	4.93231022051203e-10	2.4790544762835e-09	12.1317032154641
Hoxd4	15436	4.92099903856493	-3.84053650226778	13.7268808534871	4.94781369643791e-10	2.48599129171559e-09	12.6963367811171
Dram1	71712	1.03676563877442	2.68388588415764	13.7255424590299	4.95470135134533e-10	2.48774038974733e-09	12.9363858694452
2810468N07Rik	72834	3.82840244004824	-0.79044882989156	13.719558494887	4.98562062619992e-10	2.50240463457993e-09	13.340652788463
Cd302	66205	1.87132662501994	1.46046914287776	13.7189568769873	4.98874049654462e-10	2.50311039823191e-09	13.2478992304735
Pigo	56703	0.647818309208519	4.7799028424132	13.6973516411404	5.10216408449871e-10	2.55563129692003e-09	12.4270714881034
Mrps18b	66973	0.577032519317663	4.98203289060687	13.6968089195902	5.10504823455506e-10	2.55619933198187e-09	12.3783651558708
Fam114a1	68303	0.678153669492943	5.79378782858396	13.6916163006741	5.13273057452352e-10	2.56917967003052e-09	12.270265516152
Tbrg4	21379	0.55734301054639	6.99128745060327	13.6909989810294	5.13603213227216e-10	2.56995153559325e-09	12.1664729460934
Hpse	15442	1.20455039954509	2.79932691954863	13.6839240391194	5.17403161004758e-10	2.58588482029456e-09	12.8680243694749
Mrpl40	18100	0.571299695656442	5.79483347454776	13.6837525426969	5.17495640813432e-10	2.58588482029456e-09	12.2524490742527
Rpl11	67025	0.58602932760737	8.48938886175876	13.6798427677474	5.19608755944656e-10	2.59555591290275e-09	12.085488082494
Zfp809	235047	1.22277608957296	4.26346506250124	14.8688976128294	5.29060008442404e-10	2.64005824506654e-09	12.6454880468032
Panx1	55991	0.692182998463771	4.32158962215438	13.6631857014741	5.28714435478565e-10	2.64005824506654e-09	12.48029340941
Rbm4b	66704	0.691697773231467	4.2304411572124	13.6603957751129	5.30256032026813e-10	2.64331727091592e-09	12.4910360206116
Ugt8a	22239	7.04247680374784	-1.70152049455837	13.6578870265442	5.31646330750493e-10	2.64934367347039e-09	12.8696671511561
Isl2	104360	1.71949902643728	1.00841605847073	13.6462374539477	5.38153118526248e-10	2.6799401463329e-09	13.2377104335949
Gm15328	328906	4.32686747258462	-1.5181480740558	13.6452856607751	5.38688453713373e-10	2.68169173651586e-09	13.0192541842743
Ms4a4d	66607	5.81525849559149	-3.46746415824525	13.6390045764233	5.42235429723783e-10	2.6975104518207e-09	12.7312197832468
Pak4	70584	0.589296164534006	6.39656615914228	13.63656398523	5.43620321939837e-10	2.70347920403584e-09	12.1461622278756
Nckap5	210356	4.56708122983683	-0.483571423295558	13.6355444046154	5.44199984069908e-10	2.70544076491663e-09	13.2760687108094
Myh9	17886	0.452767339102609	11.0102799850801	13.6323995502466	5.45992059205614e-10	2.71342634118993e-09	11.9483780741316
Med8	80509	0.576905966007506	5.68177288862318	13.6261588311847	5.49566844500604e-10	2.72933469254533e-09	12.20674663405
Nxf1	53319	0.518391152344711	8.00673723955074	13.6252082736193	5.50113513117388e-10	2.73112099680237e-09	12.0446611789707
Phldb2	208177	1.92633831522327	8.45889963953415	24.8121837680101	5.51338399292598e-10	2.73507703498372e-09	12.9984391727921
Polr2h	245841	0.585009377203026	6.17233977997448	13.6228502229405	5.51472125703619e-10	2.73507703498372e-09	12.148518488219
Smc5	226026	0.605566753085442	7.41190087268758	13.6130529322022	5.57155132467973e-10	2.7623244619237e-09	12.0591764260076
Arhgap28	268970	1.6008217569225	1.66286843796226	13.6112059004473	5.58233457966556e-10	2.76673155312505e-09	13.0640961495541
Rbfa	68731	0.752662408782883	4.92732136663924	13.6069972822731	5.60698786427194e-10	2.77706560683472e-09	12.289676576319
1700042O10Rik	73321	5.92762688974062	-3.41697023773011	13.5916122847299	5.69809697533618e-10	2.81836791133628e-09	12.670679296051
Trp53bp2	209456	0.579348801541734	5.8862290246369	13.5808485635558	5.76277143791187e-10	2.84842773678987e-09	12.13562031289
Entpd7	93685	0.717808210486797	5.05279817565715	13.5759461979178	5.79248509538275e-10	2.86214605220435e-09	12.2488557337307
Hspbap1	66667	0.776048563732687	5.3046756913264	13.5750609585727	5.79786789625042e-10	2.86383694598017e-09	12.1930636706188
Actn3	11474	2.62779082931218	0.561871802412925	13.5722837269791	5.81478961629846e-10	2.87122437916347e-09	13.2347549560075
Ikzf2	22779	1.21598444518884	3.11013924040044	13.5707176934734	5.82435456277922e-10	2.87497542223566e-09	12.6561287085997
2610524H06Rik	330173	0.827367406335969	3.75656319686742	13.5699709258436	5.82892150691975e-10	2.87625768682669e-09	12.4893601707511
Il18rap	16174	0.898178133709857	3.46713504146293	13.5393801524226	6.01930437492352e-10	2.96719404995386e-09	12.5421017794066
Plgrkt	67759	0.771341445068847	4.83034699723615	13.535116304341	6.04635960746218e-10	2.97952525055981e-09	12.2356113289564
Mis18a	66578	0.57964932329258	5.33288568989725	13.5278918467333	6.09249534625278e-10	3.00124745454867e-09	12.1452502202195
Gga1	106039	0.519516794564979	6.62681190520307	13.4875058297473	6.35736996961265e-10	3.12116784926203e-09	11.9652847686531
Frmd8	67457	0.514078249409055	6.338812916114	13.4830591130565	6.38727142282354e-10	3.13272284760781e-09	11.9827811105603
Cbs	12411	3.58079369505526	-1.01054386259556	13.4786252984479	6.41723458746418e-10	3.14636214785169e-09	13.0802167441911
Coro6	216961	3.20980264398954	-0.624515777404967	13.4759267676465	6.43554382696718e-10	3.15322217835232e-09	13.0916988046799
Pi4ka	224020	0.56452834255836	6.89340967149985	13.4760724512431	6.43455396688365e-10	3.15322217835232e-09	11.9357768399165
Eif2b3	108067	0.571740025912794	5.89368726506205	13.449201442871	6.61989104774383e-10	3.23811549374904e-09	11.9806172692455
Myo16	244281	4.41148496321471	-1.27742530640709	13.447399311957	6.632521676823e-10	3.23995356560792e-09	12.8826081673632
Pisd	320951	0.596283032776583	4.88337511946502	13.4477043646407	6.63038185357745e-10	3.23995356560792e-09	12.1209793770048
Wnt10a	22409	0.935214722985383	3.86679986470547	13.4455420144499	6.64556568577182e-10	3.24524013394795e-09	12.3133956311974
Ikzf4	22781	2.31224980039172	0.210370715744811	13.4343870645222	6.72448241409294e-10	3.27611041161579e-09	13.1036661194326
Erc2	238988	2.38797312617244	0.128615341764472	13.4228677052154	6.80702062191652e-10	3.31300710442228e-09	13.0840939892853
Luc7l3	67684	0.527416707960491	7.46398438735866	13.4072406081264	6.92071203893235e-10	3.36609790345141e-09	11.8243681380279
Aunip	69885	0.748613552187408	4.62103711242899	13.4064581777233	6.92645708604774e-10	3.36777071234398e-09	12.1207870217855
Tnik	665113	5.23050242280127	-1.9329368610123	13.3977802636598	6.9905152598416e-10	3.39665555173807e-09	12.6709858069214
Kdelr3	105785	0.571240912567141	5.82026977521191	13.3956305307199	7.00648089414108e-10	3.40328100897321e-09	11.9403522923398
Ttll3	101100	1.17106575121438	2.3643861497284	13.3891177464583	7.05508638694559e-10	3.4246125545938e-09	12.6699793958218
Ptchd4	627626	1.20343501148614	3.60965741675387	13.5984441124788	7.12358595697448e-10	3.45441887408928e-09	12.3459694183959
Gm30648	102632621	5.90994624251424	-3.46212645263539	13.3781945406707	7.13741136921034e-10	3.45882649166179e-09	12.5012526258643
Cfh	12628	8.69947800176164	-2.05975646064539	14.9744776600378	7.17370756030531e-10	3.47526277365902e-09	12.4837096891723
Helb	117599	0.662444705428521	4.94692353630403	13.3729999198472	7.1769183737609e-10	3.47566544320795e-09	12.0355468554753
Tmem201	230917	0.542164134217086	6.50751758361087	13.363653331703	7.24858748105398e-10	3.50845631940271e-09	11.8370679360377
Larp6	67557	5.7344453146803	-1.79296820788704	13.3533247853162	7.32866935531099e-10	3.54210935154442e-09	12.6188386531863
Slc45a3	212980	1.62347606436	1.65551523492357	13.3424789868666	7.41377194344016e-10	3.57968770267395e-09	12.7832411099958
Camk2n1	66259	1.20871401656977	2.51756682789107	13.3410904024103	7.4247430062717e-10	3.58380027592877e-09	12.5455331925124
Eif4g1	208643	0.362918817993737	10.919697397948	13.3376258381838	7.45219126676262e-10	3.59586077444119e-09	11.6216164064772
Timp2	21858	0.548564341416775	9.46038474974957	13.3355663435356	7.46855871287081e-10	3.60244492690823e-09	11.6683326808143
Cpsf7	269061	0.422872147729973	7.20616004102906	13.32674945275	7.53906121909127e-10	3.63177863344483e-09	11.7493463643477
Mad2l2	71890	0.887019153736015	5.14193388031384	13.7216181983995	7.55926744181051e-10	3.63911207169032e-09	11.9987371110649
Sec24a	77371	0.909443238797216	5.93705556185283	14.60489962094	7.66271969338275e-10	3.68405805930048e-09	12.0028899168559
Gata3	14462	0.823068560638923	3.30707636316063	13.3013920600272	7.74578645684026e-10	3.72276923292559e-09	12.2948501808376
Mamdc2	71738	5.89198259040444	-2.29775007771445	13.3003047527547	7.75478393856162e-10	3.72464236128349e-09	12.5324966395986
Mkx	210719	0.739633064265825	3.97792233015823	13.3005068032359	7.75311113064387e-10	3.72464236128349e-09	12.1420119971108
Gin1	252876	0.80871801990482	3.44430990475046	13.2906845842171	7.83487520375238e-10	3.75816706817758e-09	12.2579342511809
Ptp4a2	19244	0.432454369694224	8.89192940295768	13.2774574769717	7.94642980354112e-10	3.80792499050268e-09	11.6223362912675
Gorasp2	70231	0.48444426235087	7.43442101075629	13.2744041363814	7.97241940452898e-10	3.81912619949328e-09	11.6774959921365
Med24	23989	0.521945381257327	6.62791760139911	13.2681240141787	8.02615853430308e-10	3.84360890334527e-09	11.719108574575
Gm3654	102631555	5.05274684595037	-3.07489591093793	13.2638911129582	8.06259604807419e-10	3.85726426066727e-09	12.425700246505
Nmral1	67824	0.684327612633192	4.86080437908984	13.2574734612798	8.11817503857176e-10	3.88258233835557e-09	11.9111259825852
Blmh	104184	0.489714174865239	6.41007129723797	13.2562766643289	8.12858454327741e-10	3.88501655232689e-09	11.7195402812536
Copz1	56447	0.488181141610388	7.42911531098137	13.2554677261103	8.13562854052561e-10	3.88584010670101e-09	11.6559299471551
Pabpc1	18458	0.369569206705361	11.0220300667047	13.2532983140899	8.15455110285007e-10	3.89360488421798e-09	11.5231398515889
Psmc5	19184	0.581521741433008	7.63696512678706	13.2440978189443	8.23532177310298e-10	3.92960175818171e-09	11.6321517619622
6530402F18Rik	76220	5.6381317817598	-2.81338276750044	13.2383432680812	8.28627134260403e-10	3.95262179066213e-09	12.4344446879083
Srgap2	14270	0.613871088449508	6.36344421584105	13.234808013268	8.31773730483067e-10	3.96374783276857e-09	11.7056070512255
Pygo1	72135	3.11782085217163	-0.415569194459446	13.2273807470883	8.38425781422473e-10	3.99178392964061e-09	12.8767310555708
Phyh	16922	2.17396972158553	1.2397071012009	13.2270201613783	8.38750162951324e-10	3.99178392964061e-09	12.7511519899274
C130074G19Rik	226777	5.76988164699767	-3.06803967455249	13.2229644866558	8.42407807198301e-10	4.00788548271609e-09	12.3992303643895
Ctxn1	330695	0.778290871561926	3.98491422065228	13.2020873015328	8.61505427316085e-10	4.09341192953114e-09	12.0256931830058
Gm16907	100504114	3.02382435240119	-0.0247727631406954	13.1981371653717	8.65170194047982e-10	4.10948808268775e-09	12.8619732150358
Spin2c	278240	3.8147852470128	-0.498315427843863	13.1920378704466	8.70861344311756e-10	4.13248888727014e-09	12.8036859862727
Ptcd1	71799	0.58051301101182	4.83661310595697	13.1855284457598	8.76978969989252e-10	4.1588165050854e-09	11.8357181930307
Hopx	74318	5.49173590761078	-2.10907459242143	13.175926877667	8.86085896276858e-10	4.20063959786426e-09	12.3883912898573
Celsr2	53883	4.0092514721773	-0.63534510153426	13.1744860333002	8.87461138233031e-10	4.20579408988697e-09	12.7941353617595
Faim2	72393	1.96098645149761	0.62430328398941	13.1738902082105	8.88030496020606e-10	4.2071272866938e-09	12.779867172731
Tmem68	72098	0.677914166831217	4.11075035087264	13.1706082206198	8.91173640117334e-10	4.21791386505307e-09	11.9664456205611
Tmem104	320534	0.737365717870557	4.33595229750886	13.1709972844467	8.90800420326339e-10	4.21791386505307e-09	11.9239056969624
Klhdc3	71765	0.557747523825912	6.64911657413467	13.1647795392046	8.96784838614007e-10	4.24034941819236e-09	11.5978864352651
Tigar	319801	0.551271059677534	4.84056095963072	13.1533230392439	9.07923276770542e-10	4.28885102862566e-09	11.8000036278031
Mks1	380718	2.5483112213531	0.199783231364276	13.1405340520236	9.20530608441917e-10	4.3413852330974e-09	12.7895643951206
Gm26760	105246020	5.78647567612961	-3.45481296877467	13.1175089663416	9.43698649106701e-10	4.44490889031038e-09	12.2615486971051
Ntng2	171171	5.54124107895382	-3.14034179423097	13.1157740100351	9.45469233878137e-10	4.45181290458545e-09	12.2844835694495
Unc13b	22249	3.4729923455985	-0.331513784414901	13.1035599439511	9.58034185777475e-10	4.50806936774027e-09	12.7543207253164
Dera	232449	0.722339770204901	4.86479628266917	13.1029273178929	9.58689787187068e-10	4.50970145946999e-09	11.7359498382294
Dstn	56431	0.419286443954957	8.12851481774787	13.0930950448203	9.68940487759567e-10	4.55498704995695e-09	11.4407597790422
Ebag9	55960	0.633059884122126	4.57818659171125	13.0650346319807	9.98838938293623e-10	4.67897419266089e-09	11.7529247148292
B230118H07Rik	68170	0.700944949449795	3.57829777508467	13.064015860538	9.99942665805471e-10	4.68264269854271e-09	11.9626611434755
Tcrg-C4	107576	5.22616979458944	-3.31427715373179	13.0633303545852	1.0006860639198e-09	4.68462200308098e-09	12.2021065818072
Serpinh1	12406	0.522921297770701	10.3358513594845	13.059136732289	1.00524661369499e-09	4.70295709148909e-09	11.3245134295874
Slu7	193116	0.564004452492545	5.67932476108551	13.0523737596819	1.01264778299791e-09	4.73152063930502e-09	11.5596339284865
Mpzl2	14012	8.44667174966112	-1.26731596212354	14.5568868325461	1.01489940249638e-09	4.74052467952101e-09	12.1989938055253
Halr1	102635415	5.22974499209529	-3.69834917111164	13.0405691961834	1.025704997714e-09	4.78793454669567e-09	12.1373804643466
Smpd2	20598	0.699238841746808	4.36977214198437	13.0344352738769	1.03256015492174e-09	4.81531724865483e-09	11.7519185040796
Znf41-ps	70005	3.04044206332329	0.42188282346585	13.0016588240087	1.07002260324497e-09	4.97889459795989e-09	12.6435483748309
Kcnd2	16508	4.99305394887448	-3.79599292334371	12.9984604958339	1.07375455395288e-09	4.99466847612604e-09	12.054823292815
Plcxd3	239318	5.03443438631722	-3.84560898499487	12.9766334675406	1.09959441111349e-09	5.10673321740021e-09	12.0091051596008
Wipf3	330319	4.83340411507973	-3.82088116554456	12.9752897561022	1.10120654071117e-09	5.11259463878807e-09	12.0368065198811
Mdfic	16543	0.67504204660522	6.10461876291047	12.9576716818048	1.12257722897752e-09	5.20519460522083e-09	11.4086935053679
Vcp	269523	0.419332489032655	8.98995433736901	12.9527244449755	1.12865692376442e-09	5.23006441259618e-09	11.2472710214044
Fcho1	74015	6.46170626496347	-1.74633506078314	12.9416146011307	1.14243739618209e-09	5.2888876731016e-09	12.2053296407466
Psmd2	21762	0.388714844196	9.79379308244653	12.9243954518333	1.16414917360811e-09	5.38257766056348e-09	11.1871059167757
Ppfibp1	67533	0.659290883188961	8.5514670585819	13.317405726492	1.16942186951676e-09	5.40353553500849e-09	11.2810166787821
Srm	20810	0.587619052774786	8.09857042462913	12.9159664346093	1.1749363920344e-09	5.42729947566555e-09	11.2363059190674
St6galnac2	20446	2.76944321539834	-0.122580206140932	12.9082230384447	1.18493953366854e-09	5.47004640605647e-09	12.5502017228974
L3mbtl3	237339	0.730309763003451	3.88995607834696	12.9061558324581	1.18762524229528e-09	5.48071225559713e-09	11.7006712085747
9930014A18Rik	320469	2.14199485015625	1.4003879579806	12.9052809971875	1.18876376760314e-09	5.48423360379389e-09	12.3534030081937
Ar	11835	4.88934142379648	-3.83868634108542	12.8947362287026	1.20257824780832e-09	5.54446271701022e-09	11.9461732864465
Gm6969	629383	0.778822637780505	3.50017116981231	12.8740663507687	1.23015330768533e-09	5.66265969494228e-09	11.7688032787431
Tmem132a	98170	0.626982775402729	6.62020014060588	12.8619682013361	1.24660321567301e-09	5.73326446767346e-09	11.2530051592702
Utp18	217109	0.489305839007613	6.47364264939811	12.8610514380895	1.24785920621808e-09	5.73693155996892e-09	11.2599084925872
Slc37a1	224674	5.24692727563043	-3.60256179920965	12.8604055801083	1.24874485414015e-09	5.73919677141944e-09	11.9548568073275
Tmem88	67020	4.16944078028939	-1.03153799603347	12.8600395531105	1.24924707289625e-09	5.73969888226567e-09	12.3918212445421
Nmnat3	74080	1.19017143021059	2.11354640938859	12.8551072734657	1.25603547138577e-09	5.76715712522956e-09	12.1089219883302
Tmem136	235300	3.7080826407695	-0.625574586252674	12.8512803842463	1.26132942034123e-09	5.78611102811056e-09	12.4662962082285
Phyhipl	70911	4.94756837385546	-3.90118811973793	12.8479231513215	1.26599313516314e-09	5.80385930075103e-09	11.9012107596255
Lor	16939	4.97671472703109	-3.9893187053753	12.8216355903265	1.30314833224023e-09	5.96670361777455e-09	11.8625811804545
Mrpl10	107732	0.55094159091208	6.23993822541609	12.8090077714975	1.3214058456541e-09	6.04650807694982e-09	11.2230997477178
Fis1	66437	0.53919028038762	6.11085057838397	12.8052054127504	1.32695629721683e-09	6.0700042834792e-09	11.2276045118112
Col15a1	12819	5.32486235243183	-3.57711438511615	12.8008819454542	1.33329745501130e-09	6.09710163678615e-09	11.925379657661
Ddx58	230073	0.770498889651033	4.59451895700792	12.7948850344769	1.34214622464987e-09	6.1299813843671e-09	11.4375095042864
Tomm70a	28185	0.448010399487526	8.59104827483977	12.7948715004662	1.34216626504217e-09	6.1299813843671e-09	11.077994568764
Ispd	75847	2.19515541634864	0.874358127727861	12.7934225311442	1.34431365122353e-09	6.13786970608656e-09	12.3353392452879
Slc25a19	67283	0.759083326177584	4.09603712560012	12.7891574567409	1.35065568384987e-09	6.16489903697225e-09	11.5342496852602
Mrps23	64656	0.554327790505445	5.44272459181396	12.7866794829619	1.35435490487523e-09	6.17985246504454e-09	11.2795893256733
