genes	entrezID	logFC	AveExpr	t	P.Value	adj.P.Val	B
Vax2	24113	2.55358307351187	-1.43255683540479	8.42896703124542	3.78521482914165e-07	1.03649883379158e-06	6.86360941403779
Ctsh	13036	4.56664772120804	-2.69565465066588	8.42579207356609	3.80348596819383e-07	1.04130676759961e-06	6.84962954329171
Nsrp1	237859	0.418712112965615	5.06947096486953	8.42563412211017	3.80439736171566e-07	1.04136109192689e-06	5.39239629476234
Gpatch3	242691	0.533078452165478	3.59720648004328	8.42542567002592	3.80560049998895e-07	1.04149523895145e-06	5.7016704062784
Mien1	103742	0.538035320854502	3.77749709748713	8.42333416514287	3.8176943784676e-07	1.04460929359119e-06	5.65002786309749
Abcb6	74104	0.989873194535058	1.40124102837861	8.42160762675334	3.82770835222415e-07	1.04715317835898e-06	6.35214328323375
Lztr1	66863	0.278769604857096	6.79975735974245	8.42104803669963	3.83095991892219e-07	1.04784645272992e-06	5.19876428027478
Mllt1	64144	0.347686125566889	7.52161507815227	8.41703492421418	3.85436393235143e-07	1.05385323092334e-06	5.15004061945525
Gsk3b	56637	0.389399742731787	7.38803029700362	8.41308326943024	3.87755658295111e-07	1.05979774421003e-06	5.15236076025181
Pmpcb	73078	0.316902624505391	6.71478497063868	8.40983800904248	3.8967131421857e-07	1.06443598568851e-06	5.18480689012463
Asrgl1	66514	0.640074413046543	3.23488072803812	8.40740434118976	3.91114425123788e-07	1.06797855549786e-06	5.77247559956265
Wasf2	242687	0.316718250742707	7.63943918634576	8.39762159381067	3.96972356956357e-07	1.08316425288708e-06	5.11494658660672
Smim10l2a	320237	3.31409522600141	-2.94314572644297	8.39533905658619	3.98352382606297e-07	1.08672672774516e-06	6.79029012228583
Iqsec2	245666	0.415350828730089	4.41790574896927	8.39466401317331	3.98761481408518e-07	1.08763962604161e-06	5.4641026069511
Eif3i	54709	0.375103474038437	7.80737167113766	8.39251397308477	4.00067426114581e-07	1.09059067298051e-06	5.09773689266704
Chmp5	76959	0.305964303909971	6.24024280109202	8.39089395947545	4.01054402589197e-07	1.09307717936514e-06	5.19396634546555
Exoc7	53413	0.330920152666144	6.02824909710734	8.39028289936697	4.01427349741432e-07	1.0938895280454e-06	5.21226102191017
Pdk3	236900	0.309586601858833	6.32619752833875	8.38834762298158	4.0261091306021e-07	1.09691009068409e-06	5.17945270695289
Rack1	14694	0.336862768599072	10.4222426108129	8.38519419435346	4.0454733784626e-07	1.10198030894861e-06	4.99193017179727
Reck	53614	0.908701483398506	1.56621373790018	8.38239854065361	4.06272258911626e-07	1.10606013302203e-06	6.2279630132104
Commd10	69456	0.377640989279239	4.50055323914482	8.3802727642299	4.07589043322419e-07	1.10923151980012e-06	5.41952561222623
Yars2	70120	0.362234694984026	5.67721614408653	8.37968779340295	4.07952183146691e-07	1.1100129633086e-06	5.22661398800448
Fam49a	76820	3.98989956587064	-3.73327474990473	8.37942174531435	4.08117453821841e-07	1.11025582613556e-06	6.75118005577566
Tnks2	74493	0.402792231738225	8.49529722557848	8.39677271584194	4.12483556897727e-07	1.12171566413111e-06	5.04567879081958
Mfap1a	67532	0.46825984946812	3.97050412843106	8.34870079394347	4.27683395400507e-07	1.16196868921499e-06	5.49595938690673
Gm6611	625660	2.18538765413337	-0.966404892564772	8.34593802717368	4.29490704377966e-07	1.16622815172794e-06	6.70228937208326
Rab5c	19345	0.330159265256705	7.38417301148024	8.34217345253623	4.3196630551022e-07	1.17229651770388e-06	5.0367302835958
Szt2	230676	0.585850756483596	5.73651887038525	8.96417701161903	4.33689664259507e-07	1.17675482745205e-06	5.32217027381969
Atp8b5	320571	2.77273583533453	-1.60771089152283	8.33869807258286	4.34265058892135e-07	1.1779809667516e-06	6.74804377334639
BC037034	231807	0.463287093119434	4.60850760293656	8.33864109162333	4.34302855398971e-07	1.1779809667516e-06	5.34096004539407
Rasl11b	68939	1.79496081374689	0.00362072700398474	8.33851328222699	4.34387646283591e-07	1.17799219487897e-06	6.54668799480073
Tspan4	64540	0.411324036639079	6.50251417315254	8.33710522105656	4.3532293115086e-07	1.18030939899563e-06	5.08251985253787
Natd1	24083	0.430023235750249	4.63722740158284	8.33496507198989	4.36748554247338e-07	1.18395497092365e-06	5.34184785999569
Oat	18242	0.282177757383002	7.31325840629086	8.33069488370089	4.39607762411507e-07	1.19104265957753e-06	5.02371886482754
Mthfr	17769	0.349517367438898	5.97255697010297	8.32622834669485	4.42619519980317e-07	1.19875778023966e-06	5.12610353099834
Fam81a	76886	1.52767234903622	0.194665054721019	8.31522203546564	4.50134024406471e-07	1.21798028167486e-06	6.46022654414897
Fam160b1	226252	0.312054826093506	6.14932122890658	8.31280412265398	4.51802750577498e-07	1.22181651081928e-06	5.07617815302274
Prr15	78004	4.1336901938025	-3.77328118272387	8.31224401391801	4.52190238000743e-07	1.22263802596054e-06	6.65944157419793
Ighmbp2	20589	0.391968433345936	4.82042219213047	8.30533315297337	4.57000093992715e-07	1.23450034637647e-06	5.25110335080913
Mfap1b	100034361	0.625206389247393	3.30105298843097	8.29921552728501	4.61302780268369e-07	1.24566249003509e-06	5.59129519462796
1810032O08Rik	66293	0.498342638366199	4.13767634848741	8.29761098387375	4.62438336974356e-07	1.24849803139509e-06	5.3693823468129
Ndufv1	17995	0.348346425681508	7.29541556125888	8.29163544061408	4.66693240606091e-07	1.25975262840373e-06	4.96072604525307
Tcp11l1	320554	0.848980590953327	2.03168623026449	8.28574217702063	4.70929907092071e-07	1.27071905098592e-06	5.93782512960033
Mrpl13	68537	0.398209122380819	6.74154424320428	8.28529943297463	4.71249825259122e-07	1.27134742292847e-06	4.98410774979281
Rnft1	76892	0.348588282148298	5.73798426614184	8.27856025760163	4.76147744254479e-07	1.28384972357041e-06	5.06553826306926
Ndufa4	17992	0.362678209495052	7.38365054889195	8.27802756282914	4.76537174522966e-07	1.28442553443116e-06	4.93498089689057
Traip	22036	0.38095000606254	5.53255509466529	8.27695733861757	4.77320582469527e-07	1.28582523562337e-06	5.08572049344698
Guf1	231279	0.370194861588437	4.97384366100718	8.27588625360782	4.78105976892347e-07	1.28764711740051e-06	5.16796395908995
Papolb	56522	2.87436976490803	-1.69886446517407	8.27544527813828	4.78429725843802e-07	1.28795890683702e-06	6.65599864301089
Gm6863	628277	0.720781307324877	2.49777195981827	8.27539676218995	4.78465358653818e-07	1.28795890683702e-06	5.77298151278134
Hddc2	69692	0.501155520481883	4.26636648580446	8.26095286688833	4.89198893170933e-07	1.31563966740097e-06	5.27904806338061
Gdpd3	68616	1.70229235571546	-0.516077819904951	8.25967589375093	4.90159944363718e-07	1.31798161770554e-06	6.51549258345509
Kazald1	107250	1.4975641084744	0.77733950816234	8.25421848526456	4.94289627972939e-07	1.3285966702563e-06	6.2759183523973
Mapre2	212307	0.351075262222274	5.76510938783206	8.25371906879217	4.94669365414602e-07	1.32912817351834e-06	5.02330145569982
Pde1a	18573	4.22806429607928	-3.80529772704745	8.25039597139724	4.97203949282694e-07	1.33569263991595e-06	6.56480641420553
Recql	19691	0.32256054601062	5.4053990115041	8.24648154730181	5.00207079132918e-07	1.3430192275396e-06	5.05367975145959
Rbms1	56878	0.339462994455517	7.84584615208907	8.24589643795822	5.00657608903775e-07	1.34373484668293e-06	4.8618308661919
Faim	23873	0.448755026437648	4.3440776560976	8.24520947190642	5.01187112303298e-07	1.34490886685687e-06	5.23512818401642
Abca4	11304	2.67877363320279	-0.577244093771764	8.2410092527855	5.04437415277553e-07	1.35338223503746e-06	6.55222523915303
Rars	104458	0.312863808481151	7.77907092172152	8.23514888998984	5.09009496808273e-07	1.365147394488e-06	4.84506346519326
Wscd2	320916	3.87184808336493	-2.43799792410839	8.23079103599289	5.12437608185163e-07	1.37358482384887e-06	6.58953649543531
Cox10	70383	0.404802807056234	5.13455661433431	8.22622146732302	5.16058356195401e-07	1.38303639460368e-06	5.05760738769509
Ttc39a	230603	1.41800226878389	0.290492161220602	8.22409236240652	5.17754554804884e-07	1.38707318919298e-06	6.30193285178311
Foxo1	56458	0.5717549397213	3.55752818086666	8.22289187598191	5.18713532919825e-07	1.38938746778415e-06	5.38775583080639
Zbtb40	230848	0.38105973387859	5.21128269356604	8.22210868048413	5.19340175462204e-07	1.39081089160267e-06	5.04992289983524
Shisa7	232813	3.8453689994581	-3.88196402565011	8.21537124298847	5.24763861653606e-07	1.40430578294477e-06	6.50972548218882
Peak1os	102633516	4.28643505578508	-3.94553421174558	8.210664302393	5.28588304616085e-07	1.41376318938336e-06	6.49842832554266
Hgs	15239	0.350325509237553	6.5306027020329	8.20873128467341	5.30167383611713e-07	1.41772698737325e-06	4.87781058353253
Nudc	18221	0.368265782567126	7.81455282350109	8.20632561174405	5.32139505193342e-07	1.42274018174153e-06	4.79625373420385
Smg6	103677	0.302810254809022	5.47442683640598	8.20606913152777	5.32350217050412e-07	1.42304305824274e-06	4.97789338102926
Enoph1	67870	0.451191491108236	5.67959954846925	8.20195540375994	5.35741874593695e-07	1.43132354496351e-06	4.94094235670126
Arhgap19	71085	0.325007761637973	6.85015494570577	8.19610427481533	5.40605169045802e-07	1.44326066515865e-06	4.83327197910685
