genes	logFC	AveExpr	t	P.Value	adj.P.Val	B
Glrx3	-0.107470486390989	6.64396259149764	-2.69911332331365	0.0159797753559408	0.0225476545483753	-5.70537522852648
Arpc4	-0.10698236376748	7.15858353882155	-2.67826751283836	0.016672222971985	0.0234739382515368	-5.77939095586444
Aprt	-0.134525930402986	7.56593633965443	-2.6792754423097	0.0168943123006805	0.0237695338308972	-5.80628495493413
Rapgef1	-0.0906829015496964	7.31331939135403	-2.64309229451415	0.0179065810778175	0.0250922898260664	-5.85562596972695
Exosc5	-0.134975665738225	4.96221125837525	-2.50050886677811	0.0238669847725502	0.0328218204434034	-5.88768579716467
Nap1l1	-0.085768727760108	9.30440882454545	-2.62253759127543	0.0186680126800908	0.0260938888185021	-5.98116128518236
Magohb	-0.101856460006636	5.16019074623171	-2.47116653523428	0.025308707324158	0.0346704933754738	-5.98362137499384
Snx5	-0.0798285740680083	8.23610019555733	-2.59646695573795	0.0196784990124295	0.0273914070172123	-5.99113088614666
Serbp1	-0.0902480413900939	9.914399768189	-2.59074274408472	0.0199072745482637	0.0276803218965201	-6.06520003024507
Slc25a33	-0.127064496929708	4.61156180729844	-2.36732059257064	0.0311017863976229	0.0420182719080224	-6.07089220251545
Cnbp	-0.0800893183920497	9.32983993394103	-2.57348398319833	0.0206125416278055	0.0286152297906	-6.07727167555227
Ptbp1	-0.0790907508683318	9.55546821268164	-2.55516421978666	0.0213872623181309	0.0296067326829895	-6.12051497480132
Dhx15	-0.0946224474764055	8.80532490880028	-2.52293903083619	0.0228178959463661	0.0314675545823674	-6.15433744181365
Smarca4	-0.0804183004660963	8.54038476166839	-2.51315509729883	0.0232699917815014	0.0320515069770187	-6.16294234431379
Sigmar1	-0.0968410916623004	6.58781548333331	-2.43522541832206	0.0271872981171967	0.0370437513212121	-6.20760781489608
Exosc2	-0.101585868700634	6.37636942065559	-2.39906660698325	0.0292098517167865	0.0396263956144033	-6.25821851521962
Exosc3	-0.103863955039051	5.09437275799498	-2.28766761996881	0.036368040087517	0.0485920958861968	-6.31573616423889
Srsf1	-0.0794058821115353	9.28500245174057	-2.37691041273731	0.0305184415540757	0.041287174516478	-6.44741141314566
Safb	-0.0856978923445642	7.42243878675608	-2.28451512104742	0.036592724027441	0.0488756182565616	-6.53978522297818
