genes	logFC	AveExpr	t	P.Value	adj.P.Val	B
Col1a2	-5.66943889931168	9.16256956439029	-139.682797837468	2.19485702130415e-25	1.95085484295962e-21	48.2661605137019
Spp1	-4.66253128323581	8.09460094246711	-138.202115351907	2.58734064053e-25	1.95085484295962e-21	48.0311746661082
Igfbp4	5.849899555719	6.62059825762598	112.44124525413	6.24602104245979e-24	3.13966657734312e-20	44.7667802122497
Epb41l1	-3.43112166473827	8.35183973681581	-95.4499652101877	7.82162094483261e-23	2.94875109620189e-19	42.774332245192
Ezr	2.77150653245938	9.08652519253873	90.2000044800336	1.87164549876767e-22	5.64488282428329e-19	41.9319863137287
Angptl2	-3.64711679168017	5.78672356665408	-88.043631508328	2.71814878532381e-22	5.85566909752616e-19	41.3830157641782
Ank	-6.37526602204071	5.28911330130553	-88.9964113384544	2.30245122584078e-22	5.78682741427982e-19	40.7881648612024
Ptx3	4.07201458344992	5.38629798317887	83.8827662395448	5.73390742723087e-22	1.08084155003302e-18	40.6209442495245
Tmem151a	4.16938278606326	5.90463584526205	82.2101801562487	7.82167776589253e-22	1.31056556344066e-18	40.3947379277122
Cavin2	-2.60458711347394	7.35387868843031	-75.5775026316365	2.86006196283548e-21	3.54786016681965e-18	39.2154810034925
Tnfaip2	-4.47562673848705	5.03826465555881	-74.4795012137296	3.58353824840656e-21	3.60265045239806e-18	38.7662764805177
Akap12	2.97468410733234	6.35091809686606	72.5015563143912	5.42519690020564e-21	4.81246877971182e-18	38.5713293738561
Cxcl12	5.84530990170062	4.9252381132024	75.2492096634697	3.05850014381004e-21	3.54786016681965e-18	38.5638500923648
Gata6	4.08942690479082	4.90338996796833	73.1440169755477	4.7357127789558e-21	4.46340929416584e-18	38.5031782635379
Src	-2.41687886043828	7.7698662121449	-70.9931583917859	7.50030819750681e-21	5.65523238092013e-18	38.2456803346072
Krt19	5.39529598033737	5.80448221602845	72.4188609717708	7.41243363806038e-21	5.65523238092013e-18	38.1403311265418
Lbh	2.41832349849034	6.74936949661219	69.8993814786216	9.52684265464892e-21	6.84118034438598e-18	38.0119806917914
Il1rl1	-8.23222147411274	4.765759979492	-79.3428910003774	1.35193047658903e-21	2.03871115869626e-18	37.9923811615143
Aqp5	-5.22422363094585	4.61049660285966	-71.6442888506021	6.5162503591562e-21	5.45916974533753e-18	37.8708596647484
Cyp1b1	7.85876144547308	4.90896608771657	74.6019478471788	3.49397240509812e-21	3.60265045239806e-18	37.7763284128959
Tmem98	3.84736345976428	5.6542570469126	68.4786639238751	1.30709007250956e-20	8.95950831520189e-18	37.6678148310631
Ccnd2	4.44756171489057	6.52881744698607	71.8425780355132	1.59510802802407e-20	1.00225954427513e-17	37.508466541054
2900097C17Rik	-2.38799697159927	7.38069858325597	-67.1482137228959	1.76818383227318e-20	1.06656848762718e-17	37.3821432835403
Myrf	9.21773294352608	5.2076961660196	75.8601521280473	2.70018497133091e-21	3.54786016681965e-18	37.2098365967743
