genes	logFC	AveExpr	t	P.Value	adj.P.Val	B
Ap5b1	-0.555959665090398	2.94191089127101	-7.52868957455464	1.3458581819461e-06	3.45806488561078e-06	4.52707568610825
Ap5m1	-0.116816020405619	3.58036421182473	-1.14622644416513	0.272050951374013	0.314629869016493	-7.70738890818626
Ap5s1	0.15951199484904	2.78442987227861	1.65187233785504	0.118384591354748	0.146511692335809	-6.81493468779128
Ap5z1	0.63787691884308	3.8669878194077	10.7675773694232	1.16107283504003e-08	4.46684974227441e-08	9.30036332227022
Rab35	0.108999180269284	6.75043026831305	2.85784868441117	0.0115453211095834	0.0166476321884019	-5.3982644489051
Tsg101	-0.161809624328122	5.83686305637028	-4.37352400124932	0.00049088489351374	0.000859185743643878	-2.16458040403293
Stam	-0.189346545197473	5.84996743860087	-3.87184309340239	0.00139093930159278	0.00227674342299182	-3.21897669043377
Stam2	0.326476946070898	5.9311755865983	8.16572124339819	4.79850193633759e-07	1.33739664149473e-06	5.01891499811691
Abca1	-0.0196349766962509	5.21171641056247	-0.141656444840617	0.891113959141821	0.905455053357731	-8.71652013620655
Hgs	0.34109625217794	6.53060270203209	8.0112568174265	6.13264358083747e-07	1.67846413544403e-06	4.71066035249985
NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA
Vps25	-0.0167801117751714	-1.08258875381446	-0.070702366239759	0.944525988588391	0.952065657867711	-6.98594212512062
Vps37a	-0.0886703992404838	5.96137709560458	-1.93768686814135	0.0708332633826463	0.0908657412785086	-7.03601158046094
Vps37b	-0.559671051143209	4.93688083613954	-13.1356090481303	6.85684648723132e-10	3.42908023944644e-09	12.0574796125701
Vps37c	0.796824736532622	5.40221743754249	16.2319109254993	3.05458243881466e-11	2.125717858976e-10	15.2724269997781
Vps37d	-0.319329793840767	1.49074559901114	-3.12462649205423	0.0066438042013307	0.00991504824479948	-3.72670395127654
Vta1	0.242603555600347	5.25729856908399	5.1240051126826	0.000107625400700194	0.000206443528624726	-0.536813285300171
Vps4a	-0.232407961363096	6.03083785224471	-5.70184857532325	3.49833310265731e-05	7.21698283549515e-05	0.53344844971407
Chmp2a	-0.429262816798939	6.03175916129165	-9.39877780797974	7.50276616543992e-08	2.44034716698085e-07	6.9549933398571
Chmp2b	0.181724120402193	6.17866986808488	4.26682228560198	0.000611752379068616	0.00105551721779134	-2.41932348423308
Chmp3	0.0173568385996834	6.6045168518247	0.487633632707329	0.632537892309024	0.671704192456744	-8.76021619470161
NA	NA	NA	NA	NA	NA	NA
Chmp4b	-1.48223424188803	7.83464330499528	-39.0493403538005	4.4009463870556e-17	2.52417650287607e-15	29.2558576828514
Chmp4c	1.23727812919449	3.990649069579	17.9514132270304	6.7699236580799e-12	5.78305862728942e-11	17.1217348507081
Chmp6	-0.00167783934302257	5.343377172729	-0.0349488532600207	0.972560310362538	0.976802395103054	-8.75658837299691
Snf8	0.305029393741621	5.65116613806068	6.22585963421806	1.31162226749869e-05	2.89462740866729e-05	1.5902248586119
Vps36	-0.435442900128433	6.27332652735347	-11.9023759603787	2.82658854430904e-09	1.23904600858877e-08	10.3898340618266
Rab13	-1.17696956779501	3.89185077427898	-21.5535867739499	4.24553120690425e-13	5.29693447312404e-12	20.0377926560587
Rab12	-0.850212237167626	6.04227250017068	-22.236844680903	2.63747800922388e-13	3.5685136182195e-12	20.2083653307865
Snx27	-0.982307001358393	7.17692848383619	-23.3268515303058	1.26896513609099e-13	1.91790116804177e-12	20.9050334932114
M6pr	-0.109075597020984	7.3496971457599	-3.35991310809706	0.00406421611782675	0.00624631880378202	-4.40737763664967
Chmp5	0.296724900122513	6.24024280109121	8.07965214182914	5.4993551151827e-07	1.51653579417983e-06	4.84766970431736
Mtm1	0.588331356380125	2.80835411653786	7.77478989947532	8.98027158746164e-07	2.38610372503775e-06	5.01422809082253
Stx8	0.297259369304072	3.96585940264364	4.67931970369271	0.000262658241735991	0.000476835101345176	-1.20033034901822
Snx16	-0.570101550607878	3.96980838614824	-10.9227147698769	9.50703109138298e-09	3.73647321357617e-08	9.46266341682044
Rilp	0.627829670223889	0.268825682506244	4.05981076424217	0.000939843529182695	0.00158067346723337	-1.3976985341999
Adrb2	-1.57019860574487	0.587796555927699	-8.7912135738416	1.83085230931416e-07	5.52572965675426e-07	7.28268236573108
NA	NA	NA	NA	NA	NA	NA
Vps4b	0.0577862117502068	6.67821348059722	1.41794673213406	0.175718124540837	0.210625001459116	-7.88333858329825
Lyst	0.0972546100082621	4.3283370596074	0.738511866269387	0.480044114835391	0.525216185864194	-8.26451284418829
Bloc1s5	-0.0700620807433618	3.76387927760151	-1.26958679550782	0.22269946062831	0.261946225549735	-7.61617103467681
Ap1m1	-0.16227206675607	6.74144215417115	-4.0568103566425	0.000945729701828577	0.00159006073995832	-2.9072910835104
NA	NA	NA	NA	NA	NA	NA
Plekha8	0.533871100067195	4.99564934948337	10.3696113726422	1.95914513234588e-08	7.18919486343374e-08	8.51143402566854
Stx18	0.24786225621175	4.66998017813821	4.62258138953405	0.000294776480414733	0.000530590887496711	-1.46509982414354
Dctn1	-0.132900534381322	7.51213431158031	-3.5688457795092	0.00262328451097073	0.00413607782426539	-3.97960446862255
Stxbp5	-0.467280461148371	5.71598176179425	-9.60024063183955	5.63227937639018e-08	1.87121218916863e-07	7.29682996575533
Pik3c2a	-1.15752235603189	6.10763940369797	-7.18712182705404	0.000208406122608501	0.000384270262341486	-0.451681542541376
