	log2FC	t.value
Rab40c	0.0609578257417454	1.42758507434418
Rab43	-0.26072965661108	-1.66936687837005
Rab44	1.14774185945938	2.23078012874449
Rab4b	0.198377729417121	1.44887282215723
Rab6a	0.108730415369761	2.76023415946215
Rab6b	0.0205364536429964	0.352616162836581
Ramp2	0.862368276838157	2.15402224052258
Rilp	-0.113268011451029	-0.780609331765376
Scamp2	0.0299421362581178	0.622307886895661
Scarb2	0.103799825863207	2.1001690914138
Sh3tc2	-0.0514713016404791	-0.885566873086635
Sil1	0.0370963244903564	0.623599324231182
Smap2	-0.0175991018822259	-0.458095374951822
Snap29	0.170914545915101	4.44783592261603
Snapin	0.0737646539037202	1.68275182779379
Snf8	-0.0245482168377746	-0.506933770043355
Snx11	0.0183872179517914	0.370096824773156
Snx12	-0.0549659177102333	-1.45136477685869
Snx13	0.168882664141979	2.07821511475041
Snx14	0.179456108008079	3.51543212153659
Snx15	0.021250295374788	0.425621247796779
Snx16	0.0437640333322178	0.804686850748724
Snx19	0.0799536870441315	1.84151399432927
Snx21	0.00411967824211512	0.0602227394467639
Snx22	-0.0295639443190578	-0.111603473122028
Snx24	-0.0764283946651165	-1.37286038513886
Snx27	-0.0641472825456875	-1.49228175175302
Snx30	0.0294367240234825	0.434087881509062
Snx32	0.0325480985495838	0.39405537490307
Snx6	0.0365196090363487	1.04015848076823
Snx7	0.0545795670864875	1.48305344576557
Spg20	-0.00500862437724514	-0.139909540508674
Src	-0.134402034718538	-3.80392544480458
Stam	0.075541336658298	1.53817403149687
Stam2	0.0243045574428358	0.615458717432874
Stx11	0.163518873239598	2.16321406639331
Stx12	0.061725077993052	1.71431636432976
Stx16	0.0825790303609297	2.09198656199197
Stx18	0.122250966299999	2.33509452687512
Stx1a	0.0204282288092221	0.266542575427606
Stx2	0.229452639757898	6.19905476595072
Stx3	-0.0825379502261141	-2.08803062537033
Stx6	0.0774847685640196	1.82719725416567
Stx7	0.11518325199084	2.8360770625586
Stx8	0.029276554907633	0.473857515850965
Stxbp2	-0.0622341009733471	-1.5179001657771
Stxbp4	0.263507356502194	4.99690576304811
Stxbp5	0.0612521940831501	1.23837590409423
Stxbp6	-0.0301135719340397	-0.408177252572851
Synj1	0.090786800506458	1.81924653898307
Synrg	0.120688047151607	2.09688111251668
Tmem9	0.0119730497362829	0.28747687067811
Tsg101	0.0239339805017771	0.643590222588095
Vamp4	0.14898951154343	2.97379346768504
Vps11	-0.0161805341914381	-0.432448280559663
Vps16	-0.0745638000459152	-1.68304381458297
Vps25	-0.495157049906637	-1.98493308494129
Vps35	-0.0538710778772504	-1.52041137897279
Vps36	-0.0120009433457309	-0.323915144716666
Vps37a	0.0964125329583947	2.10722458827303
Vps37b	0.118831806185502	2.72108873827589
Vps37c	0.196147044632877	4.19713109557476
Vps37d	0.131295006970056	1.26041925710997
Vps39	0.137095019999466	3.20062193237079
Vps45	-0.0532984096461506	-0.926466419724745
Vps4a	0.0979014919670256	2.39139583913801
Vps4b	-0.00805136210000335	-0.197787573311905
Vta1	-0.0196023571844579	-0.41878925503851
